"image_name","caption"
"img-000614_jpg.rf.2806fb7b7e9175ad370d30037e9ccbbb.jpg","A turtle glides through the water alongside a nearby fish."
"Image_803.jpg","A turtle rests on a beach near the ocean."
"Image_1510.jpg","A turtle is moving smoothly underwater."
"img-001119_jpg.rf.b08668b45fc9a21bda35a6bc7869ae7d.jpg","A tiny turtle is resting on the beach."
"82_jpg.rf.6520264470aaa4f386c9c76b7a4cb027.jpg","A turtle is seen swimming near the coastline."
"Image_1504.jpg","A turtle is resting on a coral reef."
"img-001141_jpg.rf.b1390535f6526489272700f3303335be.jpg","there is a turtle swimming in the water near rocks"
"img-000618_jpg.rf.055563a6778ff29efd5f1b41a8616b0e.jpg","there is a small turtle crawling on the sand on the beach"
"Image_817.jpg","A turtle is spotted with a yellow orb in the marine environment."
"18f28e018dd6b8ac.jpg","A turtle is perched on a submerged log."
"img-001056_jpg.rf.a3c1a1507b956ddaf1cd559ba225034b.jpg","several baby turtles are laying on the sand in the sand"
"Image_1262.jpg","A turtle is currently submerged in the ocean."
"img-001875_jpg.rf.8923c440cf2cc7cd43f78a9e95a328ed.jpg","there is a turtle that is in a bowl with a number on it"
"Image_1289.jpg","A red-eared turtle swims in the sea with its beak agape."
"Image_142.jpg","Coral and a turtle inhabit the ocean together."
"img-001336_jpg.rf.0c662fa0b3feac61df8201018f916195.jpg","The turtle's upper body remains above the water."
"Image_624.jpg","there is a turtle swimming in the ocean with a school of fish"
"img-000022_jpg.rf.be568af9be4dbc8abe982df4c6471a86.jpg","araffe turtle in the ocean at night on the beach"
"img-000313_jpg.rf.4f391ff84d30df188ed2787721082e60.jpg","there is a turtle that is swimming in a pool of water"
"img-002089_jpg.rf.21a7c6c3d1dfa2e28667089aecd1737e.jpg","there is a turtle swimming in the clear water of the ocean"
"Image_630.JPG","A turtle's head breaks the water's surface as it swims."
"Image_156.jpg","A turtle breaks the surface of the ocean with its head visible."
"img-000199_jpg.rf.82c722ffedee1ea838a1549b353f8d2f.jpg","araffe turtle swimming in the clear blue water of the ocean"
"619_jpg.rf.7323cbcdc9df11515087a771b22a6a22.jpg","A giraffe is seen swimming alongside a turtle in the sea."
"Image_618.jpg","The turtle's upper body sticks out of the water, while its lower part remains submerged."
"img-001527_jpg.rf.17185ac6cc8586194383740bfbc09b7c.jpg","there is a turtle that is laying on the floor next to a person"
"752_jpg.rf.bb25c8a36b42bfb7816a0c33614083ad.jpg","A turtle is seen swimming in clear ocean waters."
"img-000970_jpg.rf.662433dc7733897c9beb8194bdd1cfb5.jpg","two women laying on the ground next to a turtle on the beach"
"img-000700_jpg.rf.ee4ab2a6374b86399a2d6d0ff83ad3cb.jpg","there is a turtle swimming in the blue water of the ocean"
"607_jpg.rf.d4b2fec76204aef7b5f6ecda6c6c7f0a.jpg","A giraffe is observed in a marine environment alongside a turtle."
"Image_1048.jpg","A turtle coexists with a person in the water."
"img-000293_jpg.rf.9a75005d226da5f7a3fdcced4e96dc4a.jpg","there are many turtles in a container being cleaned by a man"
"Image_383.jpg","A turtle breaks the surface of the ocean."
"Image_397.jpg","A turtle swims peacefully through the ocean in bright sunshine."
"929_jpg.rf.9e27c6bd87b38d0652a3562949097a1f.jpg","A turtle glides through the ocean's crystal clear water."
"img-001381_jpg.rf.86abecbaa8ccef798a59597ca74d441c.jpg","A bird is immersed in the aquatic environment."
"Image_1712.jpg","A turtle cohabits with fish in its water habitat."
"img-001103_jpg.rf.9fc742ab247ff2d9833896fd7f99438b.jpg","araffe swimming in the ocean with a surfboard in the water"
"img-000901_jpg.rf.c16e98c9a3452df7eeb92f9e76642356.jpg","there is a turtle swimming in the water near a green field"
"Image_1074.jpg","A turtle is currently submerged in the aquatic environment."
"img-001308_jpg.rf.4910e5548efdf668cef193cb213f2a3f.jpg","there is a baby boy standing next to a turtle on the beach"
"Image_1060.jpg","A turtle coexists with scuba divers in the ocean."
"331_jpg.rf.ee55e8a43215d3111b76c94914d3f2a4.jpg","A rare turtle is seen swimming in the ocean's clear waters."
"img-001668_jpg.rf.f1b1e9d90fd685cdc258c02bb1539c3c.jpg","there is a baby turtle crawling out of the sand on the beach"
"img-001552_jpg.rf.f057aa2aea87953a4b8dd9c548189a8b.jpg","araffe turtle laying on a sandy beach at night"
"Image_1706.jpg","The turtle is in the process of moving through the water."
"Image_13.jpg","A sea turtle swims alongside a scuba diver in the ocean."
"Image_1935.jpg","A turtle occupies the water."
"872_jpg.rf.d17d6accc350f76bfa02468c424792b1.jpg","A turtle is seen swimming in the ocean."
"Image_426.jpg","A turtle is visible in the ocean alongside rocks and water."
"433_jpg.rf.aa55d5b57bc68e5e2a7e81ed2ba1f561.jpg","A giraffe wades through the ocean with a turtle nearby."
"755_jpg.rf.2a5ee9bce88de1b75763cf7ffb8e37b2.jpg","A small turtle swims in the clear ocean."
"Image_340.jpg","A turtle is seen in the sea against a blue backdrop."
"img-000207_jpg.rf.e93b02832d7acd9fa1d0a8613f6f9576.jpg","araffe turtle laying on the ground with a woman holding a knife"
"img-001107_jpg.rf.f7abfccd31ce0042eb5788b5ba3e9530.jpg","araffe turtle on the beach with people watching from the sand"
"Image_354.jpg","A turtle swims calmly in the midst of a school of fish."
"Image_432.jpg","A small turtle is seen swimming in the ocean with a blue background."
"Image_1921.jpg","A turtle is swimming close to a nearby boulder."
"img-000825_jpg.rf.4fa849aaa5cbf48563ce48f231b03b2e.jpg","there are two people standing next to a turtle on the beach"
"Image_1909.jpg","A turtle rests near a coral reef with a fish swimming nearby."
"img-000287_jpg.rf.89fd8e991250a185a5d033435a35b8fa.jpg","araffe turtle laying on the sand on a beach"
"Image_368.jpg","A turtle peacefully cohabits with a scuba diver beneath the ocean's surface."
"img-001330_jpg.rf.90d92bc0ca4921c4c19597ba3ea0f327.jpg","A turtle is seen swimming in the water."
"Image_12.jpeg","A turtle swims through the ocean in the bright sunlight."
"540_jpg.rf.480811b0b641fc0bb06c05c8cc87f364.jpg","A giraffe is spotted with a turtle in the sea."
"Image_591.jpg","A turtle is currently in the water."
"608_jpg.rf.c5e12b8ec53637b1f0e86963ef5b9c8a.jpg","A turtle glides through the ocean waters with numerous fish."
"Image_1882.jpg","The turtle is at present moving through the water."
"801_jpg.rf.d9c9983cfdb069f1ebab783d49d75c10.jpg","A turtle swims in the open sea."
"img-000638_jpg.rf.0a0b815f3b2b8cd6769c9bbb0fe8a83a.jpg","there is a man swimming in the ocean with a surfboard"
"img-001738_jpg.rf.b05da5ccbb1ba7c82e07ea518fc6b7d5.jpg","araffe laying on the sand with a log in front of it"
"127_jpg.rf.f5ef7eb6460b7b1a455e19ddd1a14f65.jpg","A large turtle glides in the coastal waters nearby."
"Image_1128.jpg","A turtle is currently immersed in the water."
"img-000632_jpg.rf.e36b8dc3bf5458fb3c0b7e3aed4b8634.jpg","Two turtles coexist in the water."
"Image_1896.jpg","A small turtle is slowly moving across the beach's sand."
"Image_585.jpg","A turtle is immersed in the sea with a lot of liquid."
"Image_1666.jpg","A turtle is lying on the shore by the sea."
"Image_1100.jpg","A turtle rests on the beach beside the ocean."
"Image_1114.jpg","A green sea turtle is spotted in the ocean with coral and sponge formations."
"597_jpg.rf.e58274f3ad60b964d48749d37ac37e22.jpg","A turtle is seen gliding through the ocean's clear water."
"Image_1672.jpg","A turtle has been sighted off the coast near a coral reef."
"Image_1699.jpg","A turtle is present in the ocean surrounded by corals."
"Image_1841.jpg","A turtle is present in the ocean waters."
"Image_552.jpg","Two turtles are swimming together in the ocean."
"Image_234.jpg","A turtle swims in the ocean with its head visible."
"youtube-101_jpg.rf.f939ed295ebe2359da407d8f62a7c753.jpg","Two turtles coexist in the ocean."
"Image_220.jpg","A turtle is facing the camera."
"img-000060_jpg.rf.93e0929023d16f84f63a6ca32d844fe8.jpg","turtle in a pool with water and a blue background"
"Image_546.jpg","A turtle's head is visible above the ocean's surface."
"img-001660_jpg.rf.5f5d88b28aac9596bc6b0a8adcb856b1.jpg","there is a turtle in a container with a stick in it"
"img-001285_jpg.rf.bdfd65b25bc3bdc4b53fe24bf2a34dde.jpg","araffe turtle laying on the beach with a rock in the sand"
"Image_1855.jpg","A turtle swims in the ocean with its head visible above the surface."
"716_jpg.rf.f4e52d482d1a92ff83a85bf5826cbd33.jpg","A turtle swims through the ocean."
"Image_208.jpg","A turtle glides through the ocean with a backdrop of blue."
"img-002077_jpg.rf.c46cff895387c449c46ae6b905a60542.jpg","The turtle is actively moving through the water."
"914_jpg.rf.d41636b3e463d57469b827c34b335265.jpg","A turtle is shown in a close-up underwater."
"img-001445_jpg.rf.c3df8f4029d09977fa2e7528b4603a1d.jpg","A male figure is riding a surfboard in the sea."
"Image_1869.jpg","A small turtle glides through the ocean beneath the sunlit surface."
"img-001147_jpg.rf.d6af5bd16abfc5abfe8cdf09717862d3.jpg","A turtle is lying on the shore adjacent to the sea."
"img-000280_jpg.rf.b3f8e9ce3577b389e84f219e150d2607.jpg","there is a metal object in the middle of a hole"
"Image_1458.jpg","A turtle is perched on the coral reef."
"img-000837_jpg.rf.757188b7bca9b6d1ca9a1493c8e14e59.jpg","a close up of a turtle laying on the beach at night"
"402_jpg.rf.38307c2165169b6fd33fb5c3ae6e8e9c.jpg","araffe turtle swimming in the ocean near the shore of a beach"
"Image_793.jpg","A turtle is seen in the sea beneath a blue sky."
"828_jpg.rf.8fbe6863ed3ecb5377bbd8bf4a92b579.jpg","A turtle has been spotted swimming in a nearby saline lake."
"803_jpg.rf.118cf4d764e08d3f2522f9f32a233b2c.jpg","A turtle moves smoothly across the water's surface."
"49e34c80dcadc63d.jpg","there is a turtle that is laying on the sand on the beach"
"Image_787.jpg","A turtle is spotted with a sphere aloft in the ocean."
"img-001603_jpg.rf.82c5659178906e63c3186e82edf62942.jpg","A man is accompanied by a dog while swimming in the sea."
"57e8ed765a2aef18.jpg","there is a turtle that is laying down on the ground"
"img-001844_jpg.rf.792594b85d1f0901515bae12010335f5.jpg","there is a duck swimming in the water near the shore"
"img-001600_jpg.rf.ff8456e9e6b71f924682be2498a6fdcb.jpg","A turtle moves smoothly across a pool surrounded by a blue setting."
"Image_1302.jpg","A turtle glides through the ocean against a blue backdrop."
"Image_977.jpg","A turtle glides through the water against a backdrop of blue."
"Image_1464.jpg","A turtle is in the ocean, swimming."
"672_jpg.rf.b195cbe140fc076b087382ffa32db56d.jpg","A turtle is seen swimming in the clear ocean."
"Image_1470.jpg","A turtle is situated near a coral reef with a fish nearby."
"Image_963.jpg","A turtle swims in the water at present."
"img-001451_jpg.rf.36a6f68e563da5ed46f33b8041c514c1.jpg","there is a man holding a sign with a picture of a turtle"
"Image_1316.jpg","A turtle has its head visible above the water while swimming."
"134_jpg.rf.28a2299f59f38fec9b5e9e7e0c4032cc.jpg","A turtle is spotted in the ocean close to the coastline."
"img-000251_jpg.rf.e197082a79c69c2ffd2bbb3672969a8b.jpg","The turtle remains stationary on the ground."
"img-000324_jpg.rf.87f15b10ef7467e66e7adf2394aefddc.jpg","there is a turtle swimming in a pool with a person standing nearby"
"Image_750.jpg","A turtle is visible in the water against a blue backdrop."
"Image_988.jpg","A turtle is lying on the beach by the shoreline."
"img-000515_jpg.rf.bd7d268b3ec7445f68e59c91fe5c4194.jpg","there are many turtles swimming in the water together"
"img-002110_jpg.rf.177d277af029c17580b7686d0118d150.jpg","there is a man standing on the beach with a surfboard"
"Image_744.jpg","A turtle is gliding through the ocean."
"img-000986_jpg.rf.3bd871151adc37f0d2c3168b25f45f89.jpg","arafed turtle being measured by a measuring tape on a floor"
"151_jpg.rf.e58d2fbb64375055c3994e7acc20f8e7.jpg","A turtle is shown swimming in a close-up ocean scene."
"img-000817_jpg.rf.3e9c902b9256137d5613c6437697edac.jpg","A tiny turtle emerges from the sea onto the shore."
"45_jpg.rf.502fcb9df0e5159f36a6d937fabce8dd.jpg","A turtle and a fish coexist in the ocean."
"Image_778.jpg","A turtle is gazing directly at the lens."
"img-000605_jpg.rf.e2e752cc4aaae9812086e47588313c72.jpg","there is a turtle laying on the sand at the beach"
"916_jpg.rf.198c59ad47e101b356fcd911b36250da.jpg","A turtle moves effortlessly across the ocean's surface."
"img-001901_jpg.rf.2db514200034e762e3cdd947e1ae0be9.jpg","A pair of turtles are lying on the earth."
"Image_779.jpg","A turtle navigates the ocean's blue waters amidst rocky surroundings."
"img-001071_jpg.rf.b11a50630b159f0bee98aefd82d29a84.jpg","A turtle emerges from the sea onto the shore."
"img-001945_jpg.rf.c1f9c28b4bc75b984129c8d24fc9a8ee.jpg","a close up of a turtle laying on the ground with a person holding a hand"
"229_jpg.rf.f189f6787f27581b083ff5fe9f644837.jpg","The green turtle glides through the ocean waters."
"img-001121_jpg.rf.39c887235c50112b9faa54caa163415c.jpg","araffe turtle laying on a concrete surface with a ruler in the background"
"120_jpg.rf.0f4a91524399fa7d33b6ee7d32a0e7f2.jpg","The turtle moves effortlessly across the water's surface."
"img-000389_jpg.rf.616dedc907de307ee1ce3ef92baec299.jpg","A man is riding a wave on a surfboard in the sea."
"img-000578_jpg.rf.4f6dbc2056b9d299427704bbb8ded4ca.jpg","there are many turtles that are laying on the beach"
"291_jpg.rf.946e091b2813d78266bb3d157b608b49.jpg","A turtle is observed gliding through the sea."
"Image_745.jpg","A turtle swims smoothly through the ocean against a vibrant blue horizon."
"img-000379_jpg.rf.3cd8529073cc782e72f79f2bbeebeecf.jpg","Two turtles are resting on the shore adjacent to the sea."
"955_jpg.rf.706ff16d222aa85f5fec5a9cd2b417f6.jpg","A turtle moves effortlessly across the water's edge."
"307_jpg.rf.21b54dee9173229e818f975cfa8d214d.jpg","araffe turtle swimming in the ocean near a sandy shore"
"img-000481_jpg.rf.0d80baaf430b83f9ccd8fa51345856fa.jpg","A turtle is resting on the beach with its head on the sand."
"img-000428_jpg.rf.93b78d19436f1b42b84fba824642d4f2.jpg","there is a turtle that is laying on the sand with algae on it"
"Image_989.jpg","In the ocean, a turtle and coral coexist."
"494_jpg.rf.ccd6d50ff25adabfb8dc65c03f2a9454.jpg","A turtle floats serenely along the lake's rim."
"474_jpg.rf.557c29b6242d80daf8e832421aaa8b38.jpg","A small turtle is observed in the sea close to the coastline."
"Image_962.jpg","A turtle glides through the ocean amidst coral formations."
"img-000648_jpg.rf.c05d6956c881e0d4adf5fb2496ec5f83.jpg","araffe laying on the beach with a large turtle in the sand"
"492_jpg.rf.78319e667f408d1389974c164ea7dc01.jpg","A turtle swims effortlessly along the shoreline."
"Image_1471.jpg","A turtle swims calmly in the ocean under a clear sky."
"Image_1317.jpg","A turtle is visible with its head above the ocean's surface."
"Image_1303.jpg","A turtle cohabits with a person observing from a short distance."
"Image_1465.jpg","A turtle swims effortlessly over a vast blue expanse."
"Image_976.jpg","A turtle glides in a tank alongside fish."
"Image_786.jpg","Numerous fish share their ocean habitat with a turtle."
"Image_792.jpg","A turtle is visible in a sea with a blue backdrop."
"Image_1459.jpg","there is a turtle swimming in the ocean with its mouth open"
"545_jpg.rf.d0604574abc4085911a29c6249298d1a.jpg","A giraffe is spotted alongside a turtle in a coastal environment."
"139_jpg.rf.a9399e6f168c8dd681bcbb7120e91d7a.jpg","A turtle swims in the clear ocean waters."
"Image_1868.jpg","A rare turtle swims alongside scuba divers in the ocean."
"img-000079_jpg.rf.b03f4dd09d4406e0954099e90172e2ca.jpg","there are many sea turtles on the beach with a sky background"
"img-001614_jpg.rf.46937fafb17290b3c0909939b8652c47.jpg","arafed turtle laying on the beach with a person standing nearby"
"img-001938_jpg.rf.58a736a24604f2da7b0a8b94e435734d.jpg","there is a turtle laying on the sand with a stick in its mouth"
"Image_209.jpg","A turtle glides through the water alongside numerous fish."
"616_jpg.rf.e3b1b7e37e95f3eebeb54ce750b81b1c.jpg","A tiny turtle swims through the ocean's crystal-clear water."
"111_jpg.rf.48f7093bd41415c9824e45b5c3ff704b.jpg","A turtle is seen swimming in the ocean close to the coastline."
"Image_221.jpg","A turtle lies on the coastline nearby the sea."
"585_jpg.rf.40f4880057d3ad26b660443bdf24a779.jpg","A turtle swims across the water's surface."
"youtube-9_jpg.rf.ea8d675e7803272c8030fdd68d445f06.jpg","a view of a small yellow starfish swimming in the ocean"
"Image_1854.jpg","A turtle has its head visible while swimming in the water."
"img-001487_jpg.rf.9eb938b76c7bf35e853ee6d4c766c46c.jpg","there is a turtle that is sitting on the rocks by the water"
"Image_547.jpg","The turtle glides across the water's surface."
"152_jpg.rf.3bd56a50c5eb9ae8d8860f2a0e884e51.jpg","The turtle glides smoothly through the water's surface."
"826_jpg.rf.1d8dea943d2d66c8a7e7bbc176d0c87c.jpg","A turtle swims in the ocean surrounded by green water."
"Image_553.jpg","A turtle rests on the sandy seafloor."
"686_jpg.rf.dce087b963161c7ed17a658096635e4c.jpg","A giraffe and a turtle are coexisting in the sea."
"img-001745_jpg.rf.438694057a72b22b4b69a5c101410e22.jpg","A turtle is present in the water of a pool."
"Image_1840.jpg","A turtle and a fish are seen together in the water."
"501_jpg.rf.5db85c87c8eb99c105dae34ffb5b0c51.jpg","araffe turtle swimming in the ocean with bubbles coming from its shell"
"Image_1698.jpg","A turtle is resting on the beach, near the water."
"648_jpg.rf.95c9a2427d44b6b71ddb9908b429605d.jpg","A turtle navigates the ocean's upper layer."
"Image_235.jpg","A turtle cohabits with a human in the water."
"img-001227_jpg.rf.27a568d05f678f61c91d0a294ff45d55.jpg","three baby turtles are walking on the sand near shells"
"img-001038_jpg.rf.f09d9abd1843cfbfbe2bc0d21a60e754.jpg","turtle laying on concrete surface with head turned to the side"
"img-001340_jpg.rf.396b1722da53e46158dfd01562055e8c.jpg","there is a man in a boat in the water with a dog"
"Image_1115.JPG","there is a turtle swimming in the water near some coral"
"Image_1673.jpg","A turtle is gliding through its aquatic environment."
"img-000325_jpg.rf.28df5d79fff6565d7fe9edadac4a232a.jpg","turtle on the beach with a stick stuck to its back"
"Image_1667.jpg","A turtle cohabits with coral beneath the sea."
"285_jpg.rf.90d6fc1fe5fdf260c7b2fb7365986ef5.jpg","A turtle glides smoothly across the water's surface."
"Image_1101.jpg","A turtle inhabits a coral reef with a fish nearby."
"531_jpg.rf.315b8cc659951ae8f067487403732ee9.jpg","A turtle is observed in the ocean close to a boat."
"img-000106_jpg.rf.eef2cff726f9981652dff7186fc48595.jpg","A turtle is situated on the shoreline near the coastline."
"img-001011_jpg.rf.1300366a7eb7c26530c234336d6a816a.jpg","there is a turtle that is laying on the ground in the dirt"
"img-000936_jpg.rf.6e3cc0acc6f0fa998f78d62b3b086429.jpg","A large group of turtles is in the water."
"Image_1129.jpg","A sea turtle glides through the ocean alongside a scuba diver."
"img-000265_jpg.rf.937c4f0f6df3c2d0486cef6e14cbaf28.jpg","araffe turtle on the beach with waves coming in"
"img-000771_jpg.rf.529060c61a28c13c14dec9cc38305bdb.jpg","A canine is immersed in the water."
"Image_584.jpg","A turtle swims beneath a clear blue sky."
"Image_751.png","A turtle surfaces in the sea with its head visible."
"Image_1897.jpg","The turtle's head protrudes above the ocean's surface."
"Image_1883.jpg","A small turtle named Arafed swims in the ocean beneath the sunlit surface."
"img-001919_jpg.rf.46492ed9cfcd8c593034e0a777c61135.jpg","araffe turtle laying in sand with its head in the sand"
"img-000985_jpg.rf.9ac6f68b874d5f34cfd3dfc2ee7d6e46.jpg","there is a turtle laying on the sand with a bird on its back"
"Image_590.jpg","A turtle moves smoothly over the water in front of a blue scene."
"img-000390_jpg.rf.125e3eed3c437f5c8ee413faa95e8482.jpg","A turtle rests on the shore amidst a backdrop of palm trees."
"img-001905_jpg.rf.ca71fa9b14fe1c6c50c5538c2b5d0b2e.jpg","A turtle lies on the coast adjacent to the sea."
"img-000435_jpg.rf.dff794946f9adec7b53baa10f300ae5f.jpg","A turtle lies on sandy beach."
"Image_369.jpg","Three turtles rest on a beach adjacent to the sea."
"745_jpg.rf.6026643de475b126d35d140d1951acac.jpg","A turtle swims near the ocean's upper layer."
"img-000255_jpg.rf.b6219a5019aaec993f2800c907d8d656.jpg","A turtle lies on the shore close to the sea."
"Image_1908.jpg","A turtle is resting on a beach with the sea behind it."
"Image_1505.png","there is a turtle that is laying on the ocean floor"
"img-001486_jpg.rf.25764f297a56aabca8c9c16b2c95cb7c.jpg","araffe in the water with a surfboard in the middle of it"
"Image_355.jpg","A turtle is basking on the shore."
"img-000911_jpg.rf.42bba09e080ff07b3cd8f7b3d7aa7781.jpg","a close up of a turtle laying on a beach at night"
"Image_1920.jpg","A turtle moves effortlessly across the calm ocean."
"img-002031_jpg.rf.949389c9ecb2d38377a514cadf73024c.jpg","there are two turtles laying on the beach near the ocean"
"img-001610_jpg.rf.7a61e5b682de237f19ea59e3657c59f9.jpg","A turtle rests on a towel placed on a table."
"Image_433.jpg","The turtle is situated on the beach's surface."
"Image_427.jpg","A sea turtle is swimming in the ocean with its mouth ajar."
"Image_1934.jpg","A turtle is lying on the shore of the sea."
"Image_341.jpg","A turtle moves effortlessly across a blue background."
"img-001823_jpg.rf.78f100a1b7344457c95e674414397271.jpg","turtle in a blue tub with water and a light on"
"img-000940_jpg.rf.ac5c8a4a2256db711389fc62328aa36d.jpg","there is a turtle swimming in a pool with a lot of water"
"Image_1061.jpg","A turtle named Arafed glides through the ocean beneath the sunlight."
"img-001117_jpg.rf.13d2aaba824b9d94e26b7663c1031ee9.jpg","there are three turtles swimming in the water near a rock"
"Image_1707.jpg","A turtle and a fish cohabitate in the aquatic environment."
"img-000608_jpg.rf.9b1f463eadd7f7eb6f92c048a60101b8.jpg","arafed turtle laying on the beach at night with its head on the sand"
"img-000043_jpg.rf.6c9013009fd4cdffc77aecbf87008a4b.jpg","people are watching a turtle on the beach with a crowd of people"
"Image_1713.jpg","A turtle glides through the ocean beneath the sunny sky."
"img-000779_jpg.rf.8b5268e82e0db42f87258227585df1ef.jpg","turtle swimming in a blue tank with a blue background"
"Image_1075.jpg","A small turtle navigates the ocean beneath the sunlight."
"86_jpg.rf.0695f6cd06ed813ad9b33f0eb08c2de2.jpg","A turtle is seen in a close-up while swimming in the sea."
"img-000860_jpg.rf.e5e0cfd1f34c8a2b7b93fda2bc8df6e5.jpg","there is a small turtle crawling on the sand at the beach"
"Image_396.jpg","A turtle rests on a beach beside the ocean."
"img-000234_jpg.rf.b1b2173e94ab31c662369a95a035d17e.jpg","there are two turtles that are laying on a bed together"
"img-001356_jpg.rf.587ec2fe0bd49d785ea113a9ce313875.jpg","The turtle is completely underwater."
"836_jpg.rf.d952c9911ccd913bc53839d606e5f197.jpg","A turtle moves effortlessly across the ocean's upper layer."
"Image_382.jpg","A turtle and numerous fish coexist in the ocean."
"Image_1049.jpg","A turtle is visible in the ocean with surrounding rocks and water."
"img-000689_jpg.rf.5294ca2936739f7d0449d1b644235ace.jpg","there is a turtle that is laying on a blue plate"
"499_jpg.rf.be78105a4cafe1db7537c1b6ac130aef.jpg","A giraffe is seen in the sea with a fish."
"img-000391_jpg.rf.47355e0d785492655d6f62b6adeca2bb.jpg","A turtle cohabits with a fish in water."
"img-001371_jpg.rf.a0dcffdea656a6f34a996429925d3219.jpg","arafed turtle laying on the sand on a beach"
"img-000170_jpg.rf.ff8e47c2fc0353a6661f9c69285b1e15.jpg","there is a turtle swimming in the water with a turtle in the background"
"750_jpg.rf.fe6571160616b5ea89618c14760d66be.jpg","A turtle glides through the ocean's depths."
"Image_619.jpg","A turtle is visible in the ocean among corals."
"youtube-3_jpg.rf.5c3868036cbce8a2f2261e28445e7e5f.jpg","arafed boat in the water with a lot of fish in the background"
"img-001164_jpg.rf.c93dd99b99a077238930735b9d127626.jpg","araffe on the beach with a large rock in the sand"
"img-000978_jpg.rf.9500a47afbdde9e9413aaf0763631aa8.jpg","there is a turtle swimming in the water near the shore"
"img-001986_jpg.rf.e96e6f3e3b1b2d67de24b82e6af002d1.jpg","A turtle rests on the beach in the ocean."
"img-000487_jpg.rf.03ccb615032fefdcdff98213798a5823.jpg","A turtle glides through the water near a coral reef."
"Image_631.jpg","Several individuals are swimming alongside a turtle in the water."
"760_jpg.rf.ece702780763f6f526e34d4a94c4de47.jpg","A turtle is seen swimming in clear ocean water."
"img-000924_jpg.rf.20682895efbe5f6f6d6f0571e1e0aa44.jpg","araffe turtle laying on a beach with a net and a measuring tape"
"663_jpg.rf.31bd46613d755663e099918df3b54741.jpg","A turtle cruises serenely across the ocean's surface."
"img-000588_jpg.rf.9ef084c2a84c928302579dfd7da7593e.jpg","several baby turtles are in a bowl on the sand"
"137_jpg.rf.b5c3ffa1c8e3838f2c18b93d322f85a6.jpg","A turtle swims in the ocean close to the land."
"img-000792_jpg.rf.75447ebb34cd5360afd1e084c0ba2e39.jpg","there are many rocks on the beach that are covered in green algae"
"Image_157.jpg","A turtle is resting on the ocean's surface."
"Image_143.jpg","A turtle is underwater in the ocean."
"Image_1288.jpg","A turtle glides effortlessly above the ocean."
"img-001902_jpg.rf.cdea630d54dd3358241d9e999cb04714.jpg","there are two turtles laying on the sand near the water"
"img-000621_jpg.rf.02c7c61f4ee0bddb46cbe405418bc792.jpg","there is a turtle laying on the ground next to a wooden fence"
"Image_625.jpg","A turtle has its head exposed above the ocean's surface."
"Image_816.jpg","A turtle glides through the water with its mouth ajar."
"img-000018_jpg.rf.2cdf6a04d7afe884f755a493548e504e.jpg","A turtle is stationary at the ocean's base."
"img-001108_jpg.rf.4f0c19b941c1bce64389e77553bd2772.jpg","The turtle is in the water and moving its limbs."
"img-001841_jpg.rf.1f2cbc56b4653481997710952bb55b28.jpg","A group of sea turtles swimming near the shore in crystal-clear ocean water"
"img-001678_jpg.rf.eac18fca816c3b58de62913190bb64c7.jpg","A turtle has paused its activity on the ground."
"542_jpg.rf.77246a44d32ebdc0da7bd910d034da19.jpg","A giraffe and a turtle are seen together in the ocean."
"398_jpg.rf.408004baa8578a284e3d606b57df9a27.jpg","A turtle is seen swimming close to the coastline."
"Image_1277.jpg","The turtle is currently gliding through the water."
"Image_1511.jpg","several people swimming in the ocean with a turtle and a turtle"
"Image_802.jpg","A turtle swims peacefully near a coral reef."
"Image_1539.jpg","A turtle is spotted paddling in the aquatic environment."
"Image_194.jpg","A turtle rests on the surface of the ocean."
"856_jpg.rf.3bd10506caa4800f276c229e52b792fc.jpg","A giraffe walks alongside a turtle in shallow coastal waters."
"img-001179_jpg.rf.1b55c85bb9d86199a611a4b3a432ab7f.jpg","arafed man walking on a beach with a frisbee in hand"
"img-001769_jpg.rf.611d4b488fd5431e972b484b3e463a1c.jpg","araffe swimming in the ocean with a dog in the water"
"Image_180.jpg","A turtle coexists with a school of fish in the water."
"527_jpg.rf.b4cd7a5a5fc9a7bf02a304c0bd841720.jpg","A giraffe is seen with a turtle in the ocean."
"Image_196.jpg","The sea turtle cruises through the ocean with its eyes unblinking."
"img-000953_jpg.rf.73d40b84315b9d8e5d60e58cf40eaf17.jpg","there is a turtle swimming in the water with a dog"
"536_jpg.rf.50e93319ff69f36083d68762edf532d5.jpg","A giraffe and a turtle are in the ocean together."
"Image_828.jpg","A turtle is seen gliding in the nearby waters around coral reefs."
"youtube-89_jpg.rf.fcc93e727cd353707c31d87fce77b111.jpg","there are a lot of small white turtles in the water"
"Image_431.png","An arafed turtle breaks the surface of the ocean."
"img-000278_jpg.rf.3af083ff2894e46f90a62ba4379f0c7b.jpg","there is a seal swimming in the water with its mouth open"
"img-000016_jpg.rf.600a43639376a8502d3cc37f5e597501.jpg","arafed turtle in a blue bucket with water and dirt"
"Image_182.jpg","A turtle is underwater, with air escaping from its beak."
"Image_1249.jpg","A small turtle swims near coral and sponge formations."
"img-000258_jpg.rf.fc505eb514f402df35e3d9827b680d91.jpg","several baby turtles are walking on the sand towards the water"
"Image_317.jpeg","A turtle swims peacefully through the ocean in the sunny conditions."
"img-001218_jpg.rf.d332494fe8850cf008b648b2200b9448.jpg","two men are working on a large turtle on the beach"
