image_path,caption
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000192362.jpg,A person skis down a snowy hill dotted with trees. 
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000345068.jpg,A medial room has four beds and medical equipment.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000182155.jpg,Two girls play Ninendo Wii while standing in front of a couch.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000525619.jpg,Person in a green park fling a kite.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000098839.jpg,A cat that is looking at a television screen.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000155885.jpg,A lot of white birds flying around boats.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000171936.jpg,A table that is in a dirty room.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000153994.jpg,a person with an umbrella some lights and a street
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000012991.jpg,a person looking at her laptop while cooking
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000559037.jpg,A downhill skier turning in a tuck position.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000007673.jpg,A surfer standing on a board in a river.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000384461.jpg,The woman is leaning against the building with an open suitcase
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000362026.jpg,A shower and a white toilet in a bathroom.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000217783.jpg,a large air plane on a snowy surface with a sky background
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000030062.jpg,a person sitting at a desk operating a laptop with a mouse
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000541550.jpg,a kitchen with a stove a sink and a microwave
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000579240.jpg,This is a large group of business professionals getting lunch.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000100098.jpg,A person who is riding on a horse.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000051961.jpg,A parking meter has graffiti on it near a graffiti wall.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000241326.jpg,A cat sitting on the couch with a dog laying on the floor.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000302292.jpg,A man holding a small cat in his hands.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000515586.jpg,There is a bed in the room next to the night stand.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000493868.jpg,Broccoli and rolled vegetables sit on a square plate.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000008179.jpg,A green traffic light above a street with one car driving by.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000229848.jpg,A game room full of electronics and video games.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000466052.jpg,A coffee cup filled with tooth paste and toothbrushes.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000191758.jpg,A beautiful woman with nice breast feeding a giraffe.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000371139.jpg,a traffic light with a city street and buildings in the background
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000076107.jpg,A boat with seagulls perched on it and a buoy hanging from the side.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000112941.jpg,A group of people riding skis down the side of a snow covered mountain.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000300632.jpg,A row of different colored vases sitting on a walkway.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000494863.jpg,A train next to another train next to a car.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000001584.jpg,A red double decker bus driving down a city street.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000571008.jpg,The stop sign has stenciled spray paint on it. 
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000517819.jpg,Three men in uniforms standing near each other.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000572426.jpg,A black train parked next to a  red train in a train station.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000403353.jpg,A lamp shining light on a bed with a book on it.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000398818.jpg,A bunch of bananas laying on a tiled counter.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000226498.jpg,some people are playing soccer on a field
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000504020.jpg,a pack of zebra underneath a shaded tree 
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000514292.jpg,A teddy bear with a ribbon and some sunglasses.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000114726.jpg,A cat perching on top of an open door.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000140295.jpg,Two zebras eating in a fenced in enclosure.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000214958.jpg,A man that is holding a surfboard near the water
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000295199.jpg,A white urinal mounted to the side of a wall.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000464787.jpg,Matching luggage  packed and ready to go with tags affixed.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000173274.jpg,"A modern businessman smiles wearing glasses, business attire and a hat."
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000492102.jpg,A passenger train heading into a tunnel. 
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000193895.jpg,A large zebra and small zebra are standing by a tree. 
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000205401.jpg,Lake or river beach with plane in shallow water. 
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000193429.jpg,Man sitting in snow with snowboard attached to shoes. 
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000555478.jpg,An elephant standing in a field with trees.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000250571.jpg,A large flamingo kite is flying high in the sky.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000071738.jpg,A man with a fro kickin over a metal chair.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000519673.jpg,A train pulls in next to a platform.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000348481.jpg,"A desk with various items that include cellphone, mouse and pocket change."
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000069077.jpg,A yellow dog that's sitting outside next to a patio set.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000497096.jpg,A red helicopter is in the process of landing.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000463724.jpg,"Orange slices, onion slices, and pieces of bologna frying in a pan."
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000502141.jpg,"A multi-colored umbrella on a patio, with stone steps leading to it."
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000158421.jpg,Three people are snowboarding down a snowy mountain.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000042178.jpg,Smoggy picture of many trains in a busy train station.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000006012.jpg,Six bananas and a red fruit make an artistic sight paired with a blue background.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000138599.jpg,A silver Sport Tourer BMW motorcycle on a sidewalk.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000099186.jpg,A stop sign at dawn on a clear day
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000461855.jpg,An old fashioned picture has a smiling baby with a teddy bear.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000253575.jpg,These two polar bears are walking in the snow.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000424712.jpg,Two men and a woman sitting on a park bench.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000132375.jpg,A drink in a mason jar sitting beside a vase of pink flowers.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000404668.jpg,There are numerous images of different types of food including pasta.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000248148.jpg,Train stopped on tracks with a second set of tracks next to it.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000230150.jpg,A dog examining another dog with a Santa Claus hat on.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000142340.jpg,"A blue, misshapen toilet seat sits on a toilet."
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000395343.jpg,"Various pottery vases filled with fresh, red tulips"
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000117543.jpg,a white and blue jet is flying in the sky
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000413404.jpg,Two people stroll through a park with benches and a playground.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000072024.jpg,The boats with red sails are on the river
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000022874.jpg,A dog laying on a rug next to a flying disc.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000004212.jpg,A cat rests on the hood of a blue car.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000484485.jpg,"An individual is doing something that is uncommonly entrancing. 
"
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000522702.jpg,a close up of a zebra walking on a field 
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000363927.jpg,A long metro bus traveling on the road 
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000052627.jpg,A person standing on top of a yellow fire hydrant.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000465184.jpg,A room with a glass coffe table and a couch and chair.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000005860.jpg,A cup of soda with a cell phone propped against it.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000284560.jpg,The cooking and preparation process of a meal.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000514984.jpg,A man sitting by the window with a pizza
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000531512.jpg,A person holds a machine to a cow's udders.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000553788.jpg,a woman using a white laptop on the bed
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000550576.jpg,Two people are reaching for a toy on a beach.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000541267.jpg,A cat tilts it's head to get a better view of a laptop computer.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000217153.jpg,two military members looking at their cell phones 
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000478721.jpg,Two people that are carrying a clear box kite. 
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000084312.jpg,A cat looking on the inside of a mans shoe. 
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000428140.jpg,A crowd is watching a woman in blue play tennis.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000356863.jpg,Nothing is more pleasant than standing on a grassy knoll and flying a kite.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000406591.jpg,A person sitting on a beach on a lawn chair under an umbrella.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000193498.jpg,A bag with its contents laid out on a table. 
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000370388.jpg,A bunch of bananas and a large pile of potatoes.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000099736.jpg,A giant broccoli lying on a chaise lounge.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000267349.jpg,"A bowl with grapes, a pear and a orange, on top of a plate with an apple and a plum."
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000372024.jpg,There are men playing a soccer game on the yard
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000137619.jpg,A tall white bird next to a treat bearing fruit.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000459575.jpg,A white polar bear standing on top of a rocky mountain.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000028903.jpg,A black and white photo of a small cat sitting on a toilet.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000522751.jpg,a traffic light attached to a pole with a sky in the background
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000482319.jpg,a man holding a kid and a mother smilling
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000140391.jpg,Pastries under serving glasses at a coffee shop
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000093353.jpg,Two hot dogs are sandwiched between two slices of bread
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000578130.jpg,this is a living room with furniture and rugs
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000349402.jpg,Bunches of bananas hang from crossbeams to ripen.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000501858.jpg,A square shaped pizza with olives on it is over baked. 
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000408288.jpg,A man that is in the water with a surfboard.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000229968.jpg,a man riding a surfboard in some wild waves 
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000260470.jpg,There is a window with a cake and other baked goods showing.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000518818.jpg,two colorful pillows on a made bed with a backboard
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000090057.jpg,A long silver train sitting in a station near a mountain.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000193114.jpg,A clock tower that is round and has a flag on top.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000016308.jpg,Woman in white tennis outfit holding a tennis racket. 
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000000693.jpg,a young child on a skate board on a wooden floor
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000234679.jpg,A woman wearing an oven mitt taking something out of an oven.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000466960.jpg,Several plates of food that are on a table together.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000417481.jpg,A man with a neck tie is wearing a motorcycle helmet.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000401718.jpg,A plate topped with cakes and desserts on top of a counter.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000114861.jpg,A cup with a stirrer is sitting on a desk with a keyboard.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000166889.jpg,A woman is taking a picture of herself in front of a computer.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000067994.jpg,A clock tower with multiple sides in a snowy area.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000299067.jpg,The room has a blue couch and easy chair near three lamps. 
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000058225.jpg,A half eaten hot dog being held in a hand at a baseball game.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000045248.jpg,A sign for a subway station that is sitting on the ground.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000527906.jpg,A English muffin sandwich has a single bit in it. 
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000435598.jpg,"A person with their back toward the camera, behind a counter"
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000482187.jpg,Three men sitting at a table looking at a cell phone.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000234554.jpg,A man riding a skateboard in a river bed.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000313990.jpg,A large stone clock tower with a flag on top.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000170950.jpg,Man carrying a flowered suitcase down the sidewalk.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000255578.jpg,Meat and a salad on a white plate.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000059328.jpg,A city with tall buildings filled with tall buildings.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000569862.jpg,A man standing on top of a skateboard on top of cement.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000275661.jpg,Computer sitting on a desk next to a book case and chair.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000200563.jpg,A person in a camouflaged suit snowboarding down a hill
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000423123.jpg,A woman is bent over next to a small refrigerator.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000034684.jpg,A giraffe standing alone next to some trees.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000099341.jpg,A man is going after a freebie while someone is lying down next to a bicycle reading the newspapers on the lawn  in front of a house.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000490683.jpg,At least three people are in a field playing with a frisbee.  
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000387506.jpg,some sand yellow umbrellas water and some trees
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000120340.jpg,A man is placing a bicycle on the front of a bus.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000282287.jpg,a close up of a dog wearing a hat and socks 
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000074058.jpg,Bicycles and vehicles are parked where people are gathered.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000565989.jpg,A large clock on the top of a building.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000019484.jpg,A knife display case is sitting on a stainless steel counter in an industrial kitchen. 
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000046551.jpg,A man holding a Nintendo Wii game controller in a bar.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000393814.jpg,A small loaf of bread by some bowls of ingredients next to a laptop. 
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000158288.jpg,a close up of two children in a bed
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000080646.jpg,A Shetland sheep dog laying on a bed spread. 
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000194440.jpg,A skateboarder is crossing the intersection of a street.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000544522.jpg,A man standing next to a sink near a window.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000142665.jpg,One batter is up and another batter iswaiting his turn.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000166166.jpg,A TV sitting in a living room on a hard wood floor.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000424247.jpg,A crowd of people eating in a restaraunt
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000379085.jpg,A British ferry boat on the water next to the shore.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000097646.jpg,Two men walking through a forest on a trail.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000062311.jpg,"A room with various pictures on the walls, a cd tower and a tv in a cabinet."
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000484636.jpg,A large amount of teddy bears in baskets sit outside a store.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000546742.jpg,A cat sitting underneath a bed in a room.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000341424.jpg,A kitchen sink near a couple of windows.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000462890.jpg,A baby lays on its back and holds a toothbrush.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000099242.jpg,An older man is skiing down a snowy mountain.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000493728.jpg,A woman is cutting into a cake with a large knife.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000088168.jpg,A man riding an old moped while smoking.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000031092.jpg,the motorcycle is next to the bikes on the street
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000564629.jpg,An empty kitchen with wooden cabinets and black appliances. 
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000028456.jpg,The New York Mets play the Atlanta Braves.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000171788.jpg,A man plays tennis on a clay court
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000481010.jpg,A woman in white dress playing a game of tennis.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000079924.jpg,"Three fire hydrants painted in vibrant, contrasting colors. "
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000035489.jpg,a dog stares out the window of a car 
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000491757.jpg,A cat sitting on top of a bed.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000466090.jpg,A tennis player in a black suit waving.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000085160.jpg,A man is working on a laptop computer at a desk.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000374010.jpg,a person that is standing on a surfboard
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000252220.jpg,a male pitcher is practicing throwing the ball
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000574216.jpg,A person holding up a paper with a red stop sign on it.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000192168.jpg,A monk uses some form of electronic device
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000495557.jpg,A set of train tracks with cargo train cars on one side and people on the other side near several buildings.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000005529.jpg,A MAN IS SKIING ON THE SNOW SLOPES
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000173091.jpg,"A sandwich, a piece if fruit and a Starbucks drink sits on the counter."
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000524108.jpg,A street with many motor bikes parked together.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000234387.jpg,Doughnuts sit on the back of a bicycle.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000399744.jpg,A crowd of people shopping for fruit in a farmers market.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000355304.jpg,A boy in blue shirt eating a donut covered in sprinkles.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000253006.jpg,A man riding behind his parasail in choppy waters. 
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000534801.jpg,An assortment of vegetables and fruit on display for sale.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000508167.jpg,a young kid playing with a wii remote 
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000298493.jpg,A boy is swinging a bat at a T-Ball stand. 
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000158779.jpg,A computer keyboard sitting on a white counter.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000045406.jpg,There is a room with various items in the picture.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000177889.jpg,A female surfer stands on her board in the water.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000243034.jpg,A large clock tower sits in front of a body of water.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000324285.jpg,A person sitting on a couch next to a cat and holding a remote.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000403500.jpg,A very fat man holding a chocolate up to pose for the camera. 
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000551454.jpg,a clock tower with a clock on all four sides
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000219984.jpg,there is a woman that is flying a kite in the sky
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000158272.jpg,a woman opening up a travel map 
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000336892.jpg,A conference room full of people seated at tables
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000572899.jpg,Two towel shaped elephants on a bed with pillows.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000135210.jpg,The baby is playing with the phone in the park.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000073239.jpg,A room that has tables with several open laptops on them. 
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000498120.jpg,A city bus number 51 that goes crosstown
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000356125.jpg,The adult elephant is stretching it's long trunk over the fence.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000203455.jpg,Morning breakfast sits on the comforter of a pretty country bedroom.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000411086.jpg,a group of people chop some food on a table 
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000423951.jpg,A large body of water filled with lots of boats near tall buildings.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000160183.jpg,a fire truck with a long crane on top of it 
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000242189.jpg,A woman standing with a bag in a mirror.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000393145.jpg,A bird sitting on the back of a giraffe. 
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000302361.jpg,A couple of elephants are standing in the wild. 
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000565781.jpg,A man is taking a bite of a sandwich.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000351967.jpg,Yellow taxi speeding by a building with many clocks.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000485237.jpg,Two planes are on a runway beside trucks.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000080131.jpg,A group of people sitting around a table in the kitchen.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000331075.jpg,A dog enjoying playing on the beach in the sun
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000535643.jpg,A bathroom has a toilet and a urinal in it.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000241301.jpg,Two people playing motion-controlled video games in a living room.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000105668.jpg,a women that is playing some kind of wii
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000167920.jpg,A person on a skateboard being watched by a crowd.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000386739.jpg,A black and white photo of a couple.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000443363.jpg,A man and two dogs on a green surfboard out on the water.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000126822.jpg,Outdoor artwork resembling steel beams displayed at curbside.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000485269.jpg,A picture of a commuter train on the right of the center platform. 
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000170960.jpg,A statue of a woman on a wooden bench.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000482367.jpg,two people sitting next to each other on folding chairs on a tennis court
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000479836.jpg,The lunch provides all the major food groups.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000300705.jpg,"soup, sandwich, a glass of orange juice and a spoon"
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000064760.jpg,Girls posing behind a stack of pizzas in pans.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000153527.jpg,Tools are lying in a road on pieces of thick wood. 
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000230888.jpg,This big bird is flying over a rocky river.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000346865.jpg,The cats are looking out of the window.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000252495.jpg,two people riding surf boards with sails 
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000409701.jpg,A mother bird feeds her little baby chicks.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000395248.jpg,A  man in a hat riding a horse
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000297574.jpg,There is a plate filled with pizza slices.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000066412.jpg,"A guy smiling, wearing a blue jacket, holding a snowboard. "
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000105150.jpg,A couple of dirty sail boats all next to each other .
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000458338.jpg,The interior of a car with grapes hanging down and flowers all over the dashboard.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000372855.jpg,A bear walks in a zoo enclosure with toys nearby.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000449945.jpg,A bathtub and two sinks are in a light colored bathroom.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000469030.jpg,A man is observing the waves on the shore of the beach. 
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000029370.jpg,A cat that is standing on a table near a book.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000390769.jpg,A woman outside of a cater talking on the cell phone.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000098048.jpg,A beach with a bird and buildings in back.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000407002.jpg,A man in red jacket on skis with trees in background.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000078580.jpg,An airplane is parked at the airport near the terminal.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000575441.jpg,Several loaded boats are docked by the shore.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000287320.jpg,A white toilet sitting next to a brown chair.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000106563.jpg,A clock that is hanging underneath a glass arch.
